Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Id
538,5,2014-11-21,3243,566,1,0,0,0,89596
742,5,2014-11-21,7335,807,1,0,0,0,971566
982,5,2014-11-21,7685,707,1,0,0,0,652315
1089,5,2014-11-21,8327,910,1,0,0,0,887498
1108,5,2014-11-21,5516,599,1,0,0,0,646051
538,4,2014-11-20,3590,604,1,0,0,0,628127
742,4,2014-11-20,7236,779,1,0,0,0,892293
982,4,2014-11-20,7469,673,1,0,0,0,354218
1089,4,2014-11-20,7979,823,1,0,0,0,264644
1108,4,2014-11-20,5627,651,1,0,0,0,551237
538,3,2014-11-19,3316,542,1,0,0,0,605572
742,3,2014-11-19,6619,779,1,0,0,0,526853
982,3,2014-11-19,0,0,0,0,a,0,536214
1089,3,2014-11-19,7665,868,1,0,0,0,178411
1108,3,2014-11-19,0,0,0,0,a,0,949778
538,2,2014-11-18,3468,560,1,0,0,0,171630
742,2,2014-11-18,5919,731,1,0,0,0,399918
982,2,2014-11-18,6745,660,1,0,0,0,754212
1089,2,2014-11-18,7869,823,1,0,0,0,896242
1108,2,2014-11-18,4805,554,1,0,0,0,104205
538,1,2014-11-17,4453,687,1,0,0,0,215100
742,1,2014-11-17,6414,806,1,0,0,0,458444
982,1,2014-11-17,6881,635,1,0,0,0,829295
1089,1,2014-11-17,8303,908,1,0,0,0,351420
1108,1,2014-11-17,5054,621,1,0,0,0,605436
538,7,2014-11-16,0,0,0,0,0,0,549675
742,7,2014-11-16,0,0,0,0,0,0,915100
982,7,2014-11-16,0,0,0,0,0,0,879766
1089,7,2014-11-16,0,0,0,0,0,0,864714
1108,7,2014-11-16,0,0,0,0,0,0,978730
538,6,2014-11-15,2313,360,1,0,0,0,334122
742,6,2014-11-15,7894,883,1,0,0,0,525421
982,6,2014-11-15,7130,598,1,0,0,0,472816
1089,6,2014-11-15,10496,1051,1,0,0,0,929083
1108,6,2014-11-15,2554,246,1,0,0,0,755492
538,5,2014-11-14,4074,592,1,1,0,0,667560
742,5,2014-11-14,8640,942,1,1,0,0,960402
982,5,2014-11-14,8694,714,1,1,0,0,936448
1089,5,2014-11-14,10532,1043,1,1,0,0,279912
1108,5,2014-11-14,6703,652,1,1,0,0,85123
538,4,2014-11-13,3909,619,1,1,0,0,713097
742,4,2014-11-13,6991,782,1,1,0,0,88692
982,4,2014-11-13,7875,713,1,1,0,0,365465
1089,4,2014-11-13,9524,960,1,1,0,0,186709
1108,4,2014-11-13,6719,664,1,1,0,0,906873
538,3,2014-11-12,3909,589,1,1,0,0,274552
742,3,2014-11-12,7623,860,1,1,0,0,5272
982,3,2014-11-12,8395,678,1,1,0,0,250012
1089,3,2014-11-12,9039,906,1,1,0,0,978613
1108,3,2014-11-12,6396,645,1,1,0,0,62412
538,2,2014-11-11,4847,694,1,1,0,0,639176
742,2,2014-11-11,7813,835,1,1,0,0,637241
982,2,2014-11-11,9481,773,1,1,0,0,102651
1089,2,2014-11-11,10969,994,1,1,0,0,914160
1108,2,2014-11-11,7820,783,1,1,0,0,508114
538,1,2014-11-10,5002,694,1,1,0,0,633096
742,1,2014-11-10,10158,1044,1,1,0,0,900137
982,1,2014-11-10,10586,856,1,1,0,0,293314
1089,1,2014-11-10,11858,1137,1,1,0,0,363892
1108,1,2014-11-10,9077,827,1,1,0,0,950864
538,7,2014-11-09,0,0,0,0,0,0,125265
742,7,2014-11-09,0,0,0,0,0,0,127342
982,7,2014-11-09,0,0,0,0,0,0,921848
1089,7,2014-11-09,0,0,0,0,0,0,873053
1108,7,2014-11-09,0,0,0,0,0,0,912055
538,6,2014-11-08,2367,351,1,0,0,0,168342
742,6,2014-11-08,8189,916,1,0,0,0,975538
982,6,2014-11-08,6727,613,1,0,0,0,436791
1089,6,2014-11-08,10319,1079,1,0,0,0,922263
1108,6,2014-11-08,2650,256,1,0,0,0,630879
538,5,2014-11-07,3689,557,1,1,0,0,640575
742,5,2014-11-07,9220,966,1,1,0,0,861353
982,5,2014-11-07,9033,762,1,1,0,0,9062
1089,5,2014-11-07,11384,1121,1,1,0,0,318058
1108,5,2014-11-07,6361,648,1,1,0,0,757510
538,4,2014-11-06,4383,664,1,1,0,0,113387
742,4,2014-11-06,9021,914,1,1,0,0,62646
982,4,2014-11-06,9412,737,1,1,0,0,632306
1089,4,2014-11-06,11015,1022,1,1,0,0,140639
1108,4,2014-11-06,7446,682,1,1,0,0,774981
538,3,2014-11-05,3944,612,1,1,0,0,1001919
742,3,2014-11-05,9645,995,1,1,0,0,793821
982,3,2014-11-05,9105,735,1,1,0,0,825198
1089,3,2014-11-05,11038,1053,1,1,0,0,376737
1108,3,2014-11-05,7339,717,1,1,0,0,121264
538,2,2014-11-04,4712,662,1,1,0,0,57719
742,2,2014-11-04,10227,990,1,1,0,0,941086
982,2,2014-11-04,9368,779,1,1,0,0,892660
1089,2,2014-11-04,13505,1150,1,1,0,0,371831
1108,2,2014-11-04,8848,850,1,1,0,0,201117
538,1,2014-11-03,6150,790,1,1,0,0,248929
742,1,2014-11-03,14777,1301,1,1,0,0,562013
982,1,2014-11-03,13221,1030,1,1,0,0,395622
1089,1,2014-11-03,17050,1471,1,1,0,0,123364
1108,1,2014-11-03,11112,941,1,1,0,0,499348
538,7,2014-11-02,0,0,0,0,0,0,827738
742,7,2014-11-02,0,0,0,0,0,0,382818
982,7,2014-11-02,0,0,0,0,0,0,1001443
1089,7,2014-11-02,0,0,0,0,0,0,958046
1108,7,2014-11-02,0,0,0,0,0,0,554897
538,6,2014-11-01,2579,375,1,0,0,0,12217
742,6,2014-11-01,0,0,0,0,a,0,412123
982,6,2014-11-01,7971,750,1,0,0,0,22737
1089,6,2014-11-01,0,0,0,0,a,0,555490
1108,6,2014-11-01,2910,310,1,0,0,0,513605
538,5,2014-10-31,3508,567,1,0,0,0,952043
742,5,2014-10-31,10607,1171,1,0,0,0,135502
982,5,2014-10-31,0,0,0,0,a,1,130730
1089,5,2014-10-31,13234,1278,1,0,0,0,221582
1108,5,2014-10-31,0,0,0,0,a,1,761492
538,4,2014-10-30,3678,592,1,0,0,0,725890
742,4,2014-10-30,7774,918,1,0,0,0,387468
982,4,2014-10-30,8084,743,1,0,0,1,394925
1089,4,2014-10-30,10114,1027,1,0,0,0,384448
1108,4,2014-10-30,5416,619,1,0,0,1,118143
538,3,2014-10-29,3441,571,1,0,0,0,424476
742,3,2014-10-29,5977,740,1,0,0,0,550319
982,3,2014-10-29,6899,605,1,0,0,1,521735
1089,3,2014-10-29,7283,835,1,0,0,0,942989
1108,3,2014-10-29,4588,543,1,0,0,1,174583
538,2,2014-10-28,4022,668,1,0,0,0,812581
742,2,2014-10-28,5492,720,1,0,0,0,568036
982,2,2014-10-28,5731,532,1,0,0,1,651346
1089,2,2014-10-28,6935,793,1,0,0,0,802691
1108,2,2014-10-28,4693,528,1,0,0,1,886681
538,1,2014-10-27,4019,668,1,0,0,0,980667
742,1,2014-10-27,6433,805,1,0,0,0,979571
982,1,2014-10-27,6665,602,1,0,0,1,879232
1089,1,2014-10-27,7017,823,1,0,0,0,242566
1108,1,2014-10-27,4902,587,1,0,0,1,501447
538,7,2014-10-26,0,0,0,0,0,0,551622
742,7,2014-10-26,0,0,0,0,0,0,682092
982,7,2014-10-26,0,0,0,0,0,0,732674
1089,7,2014-10-26,0,0,0,0,0,0,630405
1108,7,2014-10-26,0,0,0,0,0,0,265066
538,6,2014-10-25,1931,304,1,0,0,0,498446
742,6,2014-10-25,6942,844,1,0,0,0,249214
982,6,2014-10-25,5820,593,1,0,0,0,988277
1089,6,2014-10-25,8829,962,1,0,0,0,78703
1108,6,2014-10-25,1639,200,1,0,0,0,789890
538,5,2014-10-24,3579,541,1,1,0,1,812513
742,5,2014-10-24,8591,904,1,1,0,0,274110
982,5,2014-10-24,8178,749,1,1,0,1,957834
1089,5,2014-10-24,9985,1042,1,1,0,0,34539
1108,5,2014-10-24,5772,613,1,1,0,1,33897
538,4,2014-10-23,3773,565,1,1,0,1,47123
742,4,2014-10-23,7426,839,1,1,0,0,844871
982,4,2014-10-23,8014,714,1,1,0,1,773287
1089,4,2014-10-23,9536,974,1,1,0,0,607260
1108,4,2014-10-23,6023,567,1,1,0,1,26370
538,3,2014-10-22,4004,608,1,1,0,1,508535
742,3,2014-10-22,7467,815,1,1,0,0,493555
982,3,2014-10-22,7084,603,1,1,0,1,160393
1089,3,2014-10-22,9274,970,1,1,0,0,209118
1108,3,2014-10-22,5232,464,1,1,0,1,382069
538,2,2014-10-21,3944,608,1,1,0,1,841783
742,2,2014-10-21,7516,771,1,1,0,0,167374
982,2,2014-10-21,8570,705,1,1,0,1,923028
1089,2,2014-10-21,9428,917,1,1,0,0,719628
1108,2,2014-10-21,7801,748,1,1,0,1,607182
538,1,2014-10-20,4733,721,1,1,0,1,786621
742,1,2014-10-20,10527,1075,1,1,0,0,121778
982,1,2014-10-20,10802,882,1,1,0,1,947269
1089,1,2014-10-20,11495,1122,1,1,0,0,752971
1108,1,2014-10-20,9264,822,1,1,0,1,995824
538,7,2014-10-19,0,0,0,0,0,0,535373
742,7,2014-10-19,0,0,0,0,0,0,1013520
982,7,2014-10-19,0,0,0,0,0,0,408320
1089,7,2014-10-19,0,0,0,0,0,0,804069
1108,7,2014-10-19,0,0,0,0,0,0,28408
538,6,2014-10-18,1941,301,1,0,0,0,966458
742,6,2014-10-18,6438,824,1,0,0,0,638198
982,6,2014-10-18,6623,591,1,0,0,0,828509
1089,6,2014-10-18,8924,961,1,0,0,0,117931
1108,6,2014-10-18,2075,216,1,0,0,0,749683
538,5,2014-10-17,2786,494,1,0,0,1,196347
742,5,2014-10-17,6635,780,1,0,0,1,372369
982,5,2014-10-17,6651,627,1,0,0,0,298639
1089,5,2014-10-17,8505,903,1,0,0,1,782265
1108,5,2014-10-17,5203,549,1,0,0,0,277097
538,4,2014-10-16,3333,489,1,0,0,1,271973
742,4,2014-10-16,6340,707,1,0,0,1,1016315
982,4,2014-10-16,6266,581,1,0,0,0,823240
1089,4,2014-10-16,7376,816,1,0,0,1,934396
1108,4,2014-10-16,5102,565,1,0,0,0,239718
538,3,2014-10-15,3184,510,1,0,0,1,6630
742,3,2014-10-15,5879,691,1,0,0,1,468855
982,3,2014-10-15,6438,582,1,0,0,0,725005
1089,3,2014-10-15,6851,803,1,0,0,1,41827
1108,3,2014-10-15,5059,560,1,0,0,0,716504
538,2,2014-10-14,3045,555,1,0,0,1,712973
742,2,2014-10-14,5391,653,1,0,0,1,421834
982,2,2014-10-14,6747,614,1,0,0,0,42444
1089,2,2014-10-14,7286,844,1,0,0,1,618885
1108,2,2014-10-14,4773,609,1,0,0,0,109053
538,1,2014-10-13,3106,483,1,0,0,1,110110
742,1,2014-10-13,5951,740,1,0,0,1,11198
982,1,2014-10-13,6319,613,1,0,0,0,889816
1089,1,2014-10-13,8180,884,1,0,0,1,406154
1108,1,2014-10-13,5090,569,1,0,0,0,765385
538,7,2014-10-12,0,0,0,0,0,0,770107
742,7,2014-10-12,0,0,0,0,0,0,668603
982,7,2014-10-12,0,0,0,0,0,0,240060
1089,7,2014-10-12,0,0,0,0,0,0,539936
1108,7,2014-10-12,0,0,0,0,0,0,821025
538,6,2014-10-11,2295,342,1,0,0,0,356641
742,6,2014-10-11,7056,844,1,0,0,0,60698
982,6,2014-10-11,5866,559,1,0,0,0,675214
1089,6,2014-10-11,8869,945,1,0,0,0,133849
1108,6,2014-10-11,2269,236,1,0,0,0,689167
538,5,2014-10-10,3818,592,1,1,0,0,481679
742,5,2014-10-10,8680,910,1,1,0,1,1017107
982,5,2014-10-10,8299,714,1,1,0,0,438258
1089,5,2014-10-10,10988,1088,1,1,0,1,483526
1108,5,2014-10-10,6598,689,1,1,0,0,17386
538,4,2014-10-09,3952,586,1,1,0,0,635150
742,4,2014-10-09,7629,823,1,1,0,1,968043
982,4,2014-10-09,8248,682,1,1,0,0,984122
1089,4,2014-10-09,9529,971,1,1,0,1,195848
1108,4,2014-10-09,6655,651,1,1,0,0,78865
538,3,2014-10-08,4291,612,1,1,0,0,250162
742,3,2014-10-08,7658,824,1,1,0,1,968105
982,3,2014-10-08,8493,716,1,1,0,0,67090
1089,3,2014-10-08,8565,855,1,1,0,1,74873
1108,3,2014-10-08,7083,662,1,1,0,0,681920
538,2,2014-10-07,4449,609,1,1,0,0,525230
742,2,2014-10-07,8321,844,1,1,0,1,796315
982,2,2014-10-07,9483,786,1,1,0,0,551104
1089,2,2014-10-07,10412,953,1,1,0,1,851652
1108,2,2014-10-07,8526,817,1,1,0,0,641711
538,1,2014-10-06,5022,662,1,1,0,0,619181
742,1,2014-10-06,11313,1117,1,1,0,1,860957
982,1,2014-10-06,13338,995,1,1,0,0,83523
1089,1,2014-10-06,13685,1225,1,1,0,1,730575
1108,1,2014-10-06,10425,891,1,1,0,0,62761
538,7,2014-10-05,0,0,0,0,0,0,319668
742,7,2014-10-05,0,0,0,0,0,0,408773
982,7,2014-10-05,0,0,0,0,0,0,942682
1089,7,2014-10-05,0,0,0,0,0,0,941292
1108,7,2014-10-05,0,0,0,0,0,0,353180
538,6,2014-10-04,2637,395,1,0,0,0,268596
742,6,2014-10-04,8985,1022,1,0,0,0,710397
982,6,2014-10-04,7566,650,1,0,0,0,148902
1089,6,2014-10-04,11913,1171,1,0,0,0,996461
1108,6,2014-10-04,3015,285,1,0,0,0,891384
538,5,2014-10-03,0,0,0,1,a,0,654162
742,5,2014-10-03,0,0,0,1,a,0,424898
982,5,2014-10-03,0,0,0,1,a,0,915099
1089,5,2014-10-03,0,0,0,1,a,0,393729
1108,5,2014-10-03,0,0,0,1,a,0,847462
538,4,2014-10-02,4599,644,1,1,0,0,128861
742,4,2014-10-02,10842,1134,1,1,0,0,417339
982,4,2014-10-02,9344,844,1,1,0,0,895070
1089,4,2014-10-02,13597,1307,1,1,0,0,463815
1108,4,2014-10-02,7439,786,1,1,0,0,969784
538,3,2014-10-01,4713,677,1,1,0,0,975750
742,3,2014-10-01,10033,987,1,1,0,0,728525
982,3,2014-10-01,10830,869,1,1,0,0,373335
1089,3,2014-10-01,12332,1168,1,1,0,0,748057
1108,3,2014-10-01,8172,774,1,1,0,0,477500
538,2,2014-09-30,4769,625,1,1,0,0,639414
742,2,2014-09-30,10935,1062,1,1,0,0,935344
982,2,2014-09-30,11176,855,1,1,0,0,177868
1089,2,2014-09-30,13498,1201,1,1,0,0,778028
1108,2,2014-09-30,9322,822,1,1,0,0,38579
538,1,2014-09-29,5015,662,1,1,0,0,177703
742,1,2014-09-29,11081,1019,1,1,0,0,878402
982,1,2014-09-29,10555,814,1,1,0,0,881831
1089,1,2014-09-29,12351,1129,1,1,0,0,636823
1108,1,2014-09-29,8732,778,1,1,0,0,761398
538,7,2014-09-28,0,0,0,0,0,0,54799
742,7,2014-09-28,0,0,0,0,0,0,981207
982,7,2014-09-28,0,0,0,0,0,0,231342
1089,7,2014-09-28,0,0,0,0,0,0,850485
1108,7,2014-09-28,0,0,0,0,0,0,329741
538,6,2014-09-27,2196,295,1,0,0,0,398828
742,6,2014-09-27,6968,828,1,0,0,0,120152
982,6,2014-09-27,6038,533,1,0,0,0,919349
1089,6,2014-09-27,8797,989,1,0,0,0,477100
1108,6,2014-09-27,2146,234,1,0,0,0,831430
538,5,2014-09-26,2991,463,1,0,0,0,943218
742,5,2014-09-26,5966,788,1,0,0,0,697144
982,5,2014-09-26,7219,640,1,0,0,0,72181
1089,5,2014-09-26,8867,930,1,0,0,0,123305
1108,5,2014-09-26,4584,516,1,0,0,0,752541
538,4,2014-09-25,2890,477,1,0,0,0,827985
742,4,2014-09-25,5750,709,1,0,0,0,356101
982,4,2014-09-25,6443,609,1,0,0,0,910571
1089,4,2014-09-25,6537,774,1,0,0,0,93900
1108,4,2014-09-25,4653,555,1,0,0,0,804847
538,3,2014-09-24,2880,486,1,0,0,0,537210
742,3,2014-09-24,5023,657,1,0,0,0,246779
982,3,2014-09-24,6002,568,1,0,0,0,868625
1089,3,2014-09-24,7210,778,1,0,0,0,750276
1108,3,2014-09-24,4108,493,1,0,0,0,636007
538,2,2014-09-23,3112,522,1,0,0,0,246823
742,2,2014-09-23,5287,668,1,0,0,0,332903
982,2,2014-09-23,6384,584,1,0,0,0,556657
1089,2,2014-09-23,7118,807,1,0,0,0,854762
1108,2,2014-09-23,4807,593,1,0,0,0,391004
538,1,2014-09-22,3588,593,1,0,0,0,1016447
742,1,2014-09-22,6332,772,1,0,0,0,336207
982,1,2014-09-22,6950,676,1,0,0,0,770031
1089,1,2014-09-22,7370,867,1,0,0,0,822709
1108,1,2014-09-22,4746,553,1,0,0,0,733990
538,7,2014-09-21,0,0,0,0,0,0,239764
742,7,2014-09-21,0,0,0,0,0,0,793374
982,7,2014-09-21,0,0,0,0,0,0,871564
1089,7,2014-09-21,0,0,0,0,0,0,468587
1108,7,2014-09-21,0,0,0,0,0,0,384134
538,6,2014-09-20,2081,328,1,0,0,0,437385
742,6,2014-09-20,6584,819,1,0,0,0,388279
982,6,2014-09-20,5998,579,1,0,0,0,224313
1089,6,2014-09-20,9702,990,1,0,0,0,23227
1108,6,2014-09-20,2112,255,1,0,0,0,805947
538,5,2014-09-19,3137,528,1,1,0,0,382505
742,5,2014-09-19,7827,872,1,1,0,0,266990
982,5,2014-09-19,9148,753,1,1,0,0,95629
1089,5,2014-09-19,9654,1001,1,1,0,0,419487
1108,5,2014-09-19,5914,646,1,1,0,0,162581
538,4,2014-09-18,3380,512,1,1,0,0,527132
742,4,2014-09-18,7005,775,1,1,0,0,256201
982,4,2014-09-18,8271,686,1,1,0,0,938153
1089,4,2014-09-18,8582,871,1,1,0,0,607716
1108,4,2014-09-18,7057,683,1,1,0,0,107086
538,3,2014-09-17,3612,554,1,1,0,0,834173
742,3,2014-09-17,7629,846,1,1,0,0,634941
982,3,2014-09-17,7594,617,1,1,0,0,30590
1089,3,2014-09-17,9286,923,1,1,0,0,412476
1108,3,2014-09-17,6125,625,1,1,0,0,748925
538,2,2014-09-16,4726,656,1,1,0,0,404238
742,2,2014-09-16,8246,852,1,1,0,0,870342
982,2,2014-09-16,10535,791,1,1,0,0,528938
1089,2,2014-09-16,10497,1031,1,1,0,0,1007157
1108,2,2014-09-16,8083,786,1,1,0,0,305657
538,1,2014-09-15,5220,706,1,1,0,0,782754
742,1,2014-09-15,11773,1080,1,1,0,0,184707
982,1,2014-09-15,14037,1014,1,1,0,0,832255
1089,1,2014-09-15,13464,1237,1,1,0,0,534581
1108,1,2014-09-15,9744,845,1,1,0,0,833204
538,7,2014-09-14,0,0,0,0,0,0,666730
742,7,2014-09-14,0,0,0,0,0,0,807803
982,7,2014-09-14,0,0,0,0,0,0,820515
1089,7,2014-09-14,0,0,0,0,0,0,258316
1108,7,2014-09-14,0,0,0,0,0,0,332610
538,6,2014-09-13,2009,319,1,0,0,0,150101
742,6,2014-09-13,7176,850,1,0,0,0,861011
982,6,2014-09-13,6985,614,1,0,0,0,663655
1089,6,2014-09-13,10617,1065,1,0,0,0,910267
1108,6,2014-09-13,2243,219,1,0,0,0,903396
538,5,2014-09-12,3230,502,1,0,0,0,938976
742,5,2014-09-12,6379,780,1,0,0,0,99644
982,5,2014-09-12,7421,643,1,0,0,0,137700
1089,5,2014-09-12,8698,941,1,0,0,0,97281
1108,5,2014-09-12,4441,480,1,0,0,0,714207
538,4,2014-09-11,3150,523,1,0,0,0,802086
742,4,2014-09-11,5817,727,1,0,0,0,602540
982,4,2014-09-11,7150,641,1,0,0,0,795935
1089,4,2014-09-11,8103,820,1,0,0,0,278902
1108,4,2014-09-11,5085,580,1,0,0,0,122722
538,3,2014-09-10,2725,469,1,0,0,0,414409
742,3,2014-09-10,6306,769,1,0,0,0,877792
982,3,2014-09-10,6883,646,1,0,0,0,247939
1089,3,2014-09-10,7689,836,1,0,0,0,562928
1108,3,2014-09-10,4805,546,1,0,0,0,578076
538,2,2014-09-09,3563,554,1,0,0,0,803157
742,2,2014-09-09,6230,716,1,0,0,0,1003898
982,2,2014-09-09,6265,612,1,0,0,0,238349
1089,2,2014-09-09,7924,872,1,0,0,0,488587
1108,2,2014-09-09,4795,628,1,0,0,0,743920
538,1,2014-09-08,3501,588,1,0,0,0,420312
742,1,2014-09-08,6825,854,1,0,0,0,607763
982,1,2014-09-08,6660,635,1,0,0,0,226295
1089,1,2014-09-08,8001,897,1,0,0,0,406902
1108,1,2014-09-08,5353,614,1,0,0,0,185237
538,7,2014-09-07,0,0,0,0,0,0,373162
742,7,2014-09-07,0,0,0,0,0,0,415089
982,7,2014-09-07,0,0,0,0,0,0,393814
1089,7,2014-09-07,0,0,0,0,0,0,301631
1108,7,2014-09-07,0,0,0,0,0,0,299913
538,6,2014-09-06,2188,308,1,0,0,0,905064
742,6,2014-09-06,6916,837,1,0,0,0,601271
982,6,2014-09-06,5795,528,1,0,0,0,132516
1089,6,2014-09-06,10655,1051,1,0,0,0,833480
1108,6,2014-09-06,2103,240,1,0,0,0,901048
538,5,2014-09-05,3557,535,1,1,0,0,197262
742,5,2014-09-05,8638,949,1,1,0,0,673246
982,5,2014-09-05,8727,761,1,1,0,0,199275
1089,5,2014-09-05,11242,1148,1,1,0,0,494915
1108,5,2014-09-05,6791,683,1,1,0,0,754052
538,4,2014-09-04,3954,571,1,1,0,0,865725
742,4,2014-09-04,7722,865,1,1,0,0,599842
982,4,2014-09-04,7660,675,1,1,0,0,573964
1089,4,2014-09-04,9806,959,1,1,0,0,878374
1108,4,2014-09-04,6290,651,1,1,0,0,550536
538,3,2014-09-03,4065,574,1,1,0,0,472843
742,3,2014-09-03,8442,873,1,1,0,0,287942
982,3,2014-09-03,9186,737,1,1,0,0,304095
1089,3,2014-09-03,9640,965,1,1,0,0,149170
1108,3,2014-09-03,6901,707,1,1,0,0,431274
538,2,2014-09-02,4918,678,1,1,0,0,37984
742,2,2014-09-02,10108,997,1,1,0,0,654159
982,2,2014-09-02,10136,819,1,1,0,0,5562
1089,2,2014-09-02,10923,1050,1,1,0,0,510776
1108,2,2014-09-02,8417,848,1,1,0,0,991278
538,1,2014-09-01,6037,786,1,1,0,0,946181
742,1,2014-09-01,13941,1280,1,1,0,0,764775
982,1,2014-09-01,13689,1057,1,1,0,0,447844
1089,1,2014-09-01,14260,1294,1,1,0,0,822774
1108,1,2014-09-01,11232,996,1,1,0,0,291000
538,7,2014-08-31,0,0,0,0,0,0,234478
742,7,2014-08-31,0,0,0,0,0,0,160461
982,7,2014-08-31,0,0,0,0,0,0,902719
1089,7,2014-08-31,0,0,0,0,0,0,924016
1108,7,2014-08-31,0,0,0,0,0,0,292946
538,6,2014-08-30,2162,301,1,0,0,0,69643
742,6,2014-08-30,8367,912,1,0,0,0,166713
982,6,2014-08-30,5970,525,1,0,0,0,293098
1089,6,2014-08-30,12436,1182,1,0,0,0,726647
1108,6,2014-08-30,2627,265,1,0,0,0,162793
538,5,2014-08-29,3149,497,1,0,0,0,264562
742,5,2014-08-29,8911,920,1,0,0,0,497205
982,5,2014-08-29,8008,775,1,0,0,1,391391
1089,5,2014-08-29,10130,988,1,0,0,0,115469
1108,5,2014-08-29,5467,625,1,0,0,1,882499
538,4,2014-08-28,3167,510,1,0,0,0,238660
742,4,2014-08-28,5386,679,1,0,0,0,977119
982,4,2014-08-28,5983,571,1,0,0,1,525756
1089,4,2014-08-28,8812,852,1,0,0,0,786824
1108,4,2014-08-28,4384,548,1,0,0,1,932790
538,3,2014-08-27,2764,448,1,0,0,0,398345
742,3,2014-08-27,5620,730,1,0,0,0,517572
982,3,2014-08-27,5696,575,1,0,0,1,184427
1089,3,2014-08-27,8231,861,1,0,0,0,538139
1108,3,2014-08-27,4422,524,1,0,0,1,764335
538,2,2014-08-26,3146,511,1,0,0,0,120747
742,2,2014-08-26,5508,694,1,0,0,0,639753
982,2,2014-08-26,6927,658,1,0,0,1,613430
1089,2,2014-08-26,7632,772,1,0,0,0,746304
1108,2,2014-08-26,4399,518,1,0,0,1,991189
538,1,2014-08-25,3990,593,1,0,0,0,810368
742,1,2014-08-25,6902,806,1,0,0,0,381765
982,1,2014-08-25,7300,677,1,0,0,1,266875
1089,1,2014-08-25,7613,846,1,0,0,0,24897
1108,1,2014-08-25,4499,560,1,0,0,1,728028
538,7,2014-08-24,0,0,0,0,0,0,398601
742,7,2014-08-24,0,0,0,0,0,0,876426
982,7,2014-08-24,0,0,0,0,0,0,825512
1089,7,2014-08-24,0,0,0,0,0,0,806813
1108,7,2014-08-24,0,0,0,0,0,0,928716
538,6,2014-08-23,1873,312,1,0,0,0,662369
742,6,2014-08-23,6823,844,1,0,0,0,903106
982,6,2014-08-23,5493,521,1,0,0,0,460020
1089,6,2014-08-23,9028,1011,1,0,0,0,373768
1108,6,2014-08-23,1809,202,1,0,0,0,176601
538,5,2014-08-22,3176,481,1,1,0,1,665630
742,5,2014-08-22,8077,914,1,1,0,0,135241
982,5,2014-08-22,9029,735,1,1,0,1,623409
1089,5,2014-08-22,10735,1053,1,1,0,0,187902
1108,5,2014-08-22,4983,581,1,1,0,1,118522
538,4,2014-08-21,3672,551,1,1,0,1,301330
742,4,2014-08-21,7491,915,1,1,0,0,384977
982,4,2014-08-21,8828,739,1,1,0,1,888858
1089,4,2014-08-21,9316,932,1,1,0,0,329711
1108,4,2014-08-21,6026,632,1,1,0,1,424391
538,3,2014-08-20,3464,527,1,1,0,1,678416
742,3,2014-08-20,8433,978,1,1,0,0,118081
982,3,2014-08-20,8961,728,1,1,0,1,773941
1089,3,2014-08-20,9808,1007,1,1,0,0,241494
1108,3,2014-08-20,6763,656,1,1,0,1,262119
538,2,2014-08-19,4155,555,1,1,0,1,706388
742,2,2014-08-19,9196,937,1,1,0,1,478020
982,2,2014-08-19,9596,750,1,1,0,1,295934
1089,2,2014-08-19,10735,1073,1,1,0,1,762721
1108,2,2014-08-19,8220,807,1,1,0,1,60619
538,1,2014-08-18,4964,664,1,1,0,1,343673
742,1,2014-08-18,12514,1138,1,1,0,1,209218
982,1,2014-08-18,12691,986,1,1,0,1,288992
1089,1,2014-08-18,12502,1252,1,1,0,1,672247
1108,1,2014-08-18,9534,865,1,1,0,1,931217
538,7,2014-08-17,0,0,0,0,0,0,168526
742,7,2014-08-17,0,0,0,0,0,0,298665
982,7,2014-08-17,0,0,0,0,0,0,46961
1089,7,2014-08-17,0,0,0,0,0,0,856390
1108,7,2014-08-17,0,0,0,0,0,0,338485
538,6,2014-08-16,2023,303,1,0,0,0,717903
742,6,2014-08-16,7095,869,1,0,0,0,832308
982,6,2014-08-16,6252,557,1,0,0,0,747141
1089,6,2014-08-16,9708,1043,1,0,0,0,65854
1108,6,2014-08-16,2241,221,1,0,0,0,581867
538,5,2014-08-15,2953,455,1,0,0,1,114613
742,5,2014-08-15,7865,893,1,0,0,1,255410
982,5,2014-08-15,7381,675,1,0,0,1,834691
1089,5,2014-08-15,9159,1002,1,0,0,1,285926
1108,5,2014-08-15,4583,524,1,0,0,1,571873
538,4,2014-08-14,2838,477,1,0,0,1,777414
742,4,2014-08-14,6089,710,1,0,0,1,727552
982,4,2014-08-14,6810,689,1,0,0,1,918778
1089,4,2014-08-14,7810,842,1,0,0,1,787390
1108,4,2014-08-14,5047,543,1,0,0,1,949622
538,3,2014-08-13,3135,472,1,0,0,1,522321
742,3,2014-08-13,5517,671,1,0,0,1,989734
982,3,2014-08-13,7075,643,1,0,0,1,680841
1089,3,2014-08-13,7421,841,1,0,0,1,117631
1108,3,2014-08-13,4429,494,1,0,0,1,658466
538,2,2014-08-12,3023,504,1,0,0,1,333814
742,2,2014-08-12,5962,712,1,0,0,1,757844
982,2,2014-08-12,6894,603,1,0,0,1,21145
1089,2,2014-08-12,6910,755,1,0,0,1,176004
1108,2,2014-08-12,5101,555,1,0,0,1,729762
